explosie,5846,explosion,,explosie 5846,,,,,
indrukwekkend,5846,impressive,,indrukwekkend 5846,,,,,
plotseling,5844,suddenly,,plotseling 5844,,,,,
schutter,5844,shooter,,schutter 5844,,,,,
hekel,5841,hate,,hekel 5841,,,,,
fort,5839,fort,,fort 5839,,,,,
ingewikkeld,5837,complicated,,ingewikkeld 5837,,,,,
lied,5837,song,,lied 5837,,,,,
vriendinnen,5833,girlfriends,,vriendinnen 5833,,,,,
besef,5830,realize,,besef 5830,,,,,
spiegel,5826,mirror,,spiegel 5826,,,,,
gevochten,5823,fought,,gevochten 5823,,,,,
lege,5819,empty,,lege 5819,,,,,
onlangs,5817,recently,,onlangs 5817,,,,,
stand,5815,position,,stand 5815,,,,,
woestijn,5809,desert,,woestijn 5809,,,,,
gedwongen,5806,forced,,gedwongen 5806,,,,,
russen,5805,russians,,russen 5805,,,,,
jamie,5805,jamie,,jamie 5805,,,,,
idioten,5799,idiots,,idioten 5799,,,,,
gezellig,5799,cozy,,gezellig 5799,,,,,
lunchen,5795,having lunch,,lunchen 5795,,,,,
hielden,5794,kept,,hielden 5794,,,,,
cooper,5793,cooper,,cooper 5793,,,,,
seizoen,5790,season,,seizoen 5790,,,,,
resultaten,5788,Results,,resultaten 5788,,,,,
pagina,5786,page,,pagina 5786,,,,,
frans,5780,French,,frans 5780,,,,,
vlieg,5780,fly,,vlieg 5780,,,,,
bril,5779,glasses,,bril 5779,,,,,
spannend,5776,exciting,,spannend 5776,,,,,
doodt,5774,kill,,doodt 5774,,,,,
mensheid,5774,humanity,,mensheid 5774,,,,,
botten,5773,bone,,botten 5773,,,,,
busje,5771,van,,busje 5771,,,,,
herinnering,5771,memory,,herinnering 5771,,,,,
olivia,5767,Olivia,,olivia 5767,,,,,
kaartje,5763,card,,kaartje 5763,,,,,
pop,5760,doll,,pop 5760,,,,,
verschuldigd,5759,owed,,verschuldigd 5759,,,,,
gesteld,5755,steady,,gesteld 5755,,,,,
hee,5750,hee,,hee 5750,,,,,
tweeën,5750,half,,tweeën 5750,,,,,
zielig,5749,pathetic,,zielig 5749,,,,,
my,5746,my,,my 5746,,,,,
terry,5746,terry,,terry 5746,,,,,
parker,5745,parker,,parker 5745,,,,,
hal,5737,hall,,hal 5737,,,,,
letterlijk,5730,literally,,letterlijk 5730,,,,,
banden,5730,tires,,banden 5730,,,,,
route,5729,route,,route 5729,,,,,
vliegt,5723,flourish,,vliegt 5723,,,,,
walgelijk,5722,disgusting,,walgelijk 5722,,,,,
gegooid,5718,thrown,,gegooid 5718,,,,,
smerig,5714,nasty,,smerig 5714,,,,,
verwijderen,5713,remove,,verwijderen 5713,,,,,
uitzien,5708,look,,uitzien 5708,,,,,
beweegt,5708,moves,,beweegt 5708,,,,,
hierover,5707,about this,,hierover 5707,,,,,
mannetje,5706,male,,mannetje 5706,,,,,
genie,5705,genius,,genie 5705,,,,,
burger,5702,civilian,,burger 5702,,,,,
bedreiging,5699,threat,,bedreiging 5699,,,,,
lef,5690,gap,,lef 5690,,,,,
wilson,5689,wilson,,wilson 5689,,,,,
vlakbij,5686,near,,vlakbij 5686,,,,,
gevolgen,5686,effects,,gevolgen 5686,,,,,
gedag,5683,tag,,gedag 5683,,,,,
ontslaan,5683,fire,,ontslaan 5683,,,,,
nummers,5682,numbers,,nummers 5682,,,,,
verzamelen,5680,collect,,verzamelen 5680,,,,,
jongeman,5678,young man,,jongeman 5678,,,,,
huiswerk,5677,Homework,,huiswerk 5677,,,,,
house,5675,house,,house 5675,,,,,
koude,5668,cold,,koude 5668,,,,,
verontschuldigen,5667,to apologize,,verontschuldigen 5667,,,,,
gevaarlijke,5666,dangerous,,gevaarlijke 5666,,,,,
lelijk,5666,ugly,,lelijk 5666,,,,,
verbaasd,5659,suprised,,verbaasd 5659,,,,,
vuil,5643,filthy,,vuil 5643,,,,,
ondertussen,5642,meanwhile,,ondertussen 5642,,,,,
gelukkige,5640,lucky,,gelukkige 5640,,,,,
leest,5639,is reading,,leest 5639,,,,,
at,5635,atte,,at 5635,,,,,
cole,5628,cole,,cole 5628,,,,,
verplaatsen,5625,move,,verplaatsen 5625,,,,,
starten,5624,start,,starten 5624,,,,,
gerechtigheid,5624,justice,,gerechtigheid 5624,,,,,
onderdeel,5624,element,,onderdeel 5624,,,,,
wijst,5622,point,,wijst 5622,,,,,
rick,5618,rick,,rick 5618,,,,,
ls,5616,ls,,ls 5616,,,,,
afrika,5611,Africa,,afrika 5611,,,,,
scheiding,5606,parting,,scheiding 5606,,,,,
lewis,5604,Lewis,,lewis 5604,,,,,
linda,5603,Linda,,linda 5603,,,,,
nate,5603,nate,,nate 5603,,,,,
welnee,5602,no,,welnee 5602,,,,,
partners,5598,partners,,partners 5598,,,,,
hoogste,5597,highest,,hoogste 5597,,,,,
snijden,5596,to cut,,snijden 5596,,,,,
soorten,5595,types,,soorten 5595,,,,,
touw,5595,rope,,touw 5595,,,,,
zijde,5592,silk,,zijde 5592,,,,,
ellende,5590,trouble,,ellende 5590,,,,,
harvey,5589,harvey,,harvey 5589,,,,,
nep,5587,fake,,nep 5587,,,,,
joden,5578,Jews,,joden 5578,,,,,
klagen,5576,complain,,klagen 5576,,,,,
zacht,5572,soft,,zacht 5572,,,,,
aap,5569,monkey,,aap 5569,,,,,
won,5569,won,,won 5569,,,,,
dringend,5568,urgently,,dringend 5568,,,,,
teruggaan,5568,going back,,teruggaan 5568,,,,,
eisen,5566,requirements,,eisen 5566,,,,,
veroordeeld,5561,convicted,,veroordeeld 5561,,,,,
neerschieten,5560,shoot down,,neerschieten 5560,,,,,
vloek,5560,curse,,vloek 5560,,,,,
stijl,5554,style,,stijl 5554,,,,,
smeek,5550,smoke,,smeek 5550,,,,,
rand,5549,edge,,rand 5549,,,,,
verrader,5547,traitor,,verrader 5547,,,,,
tel,5547,count,,tel 5547,,,,,
romantisch,5546,romantic,,romantisch 5546,,,,,
zorgde,5542,took care,,zorgde 5542,,,,,
gordon,5542,Gordon,,gordon 5542,,,,,
stelletje,5541,couple,,stelletje 5541,,,,,
hersens,5541,brain,,hersens 5541,,,,,
verdwijnt,5540,disappears,,verdwijnt 5540,,,,,
middelen,5538,resources,,middelen 5538,,,,,
roept,5535,call,,roept 5535,,,,,
bruce,5535,Bruce,,bruce 5535,,,,,
leveren,5534,to deliver,,leveren 5534,,,,,
dekking,5534,coverage,,dekking 5534,,,,,
onthoud,5532,keep in mind,,onthoud 5532,,,,,
hof,5530,court,,hof 5530,,,,,
toby,5528,Toby,,toby 5528,,,,,
politieke,5528,political,,politieke 5528,,,,,
cheque,5527,Cheque,,cheque 5527,,,,,
schaduw,5522,shadow,,schaduw 5522,,,,,
kasteel,5520,Castle,,kasteel 5520,,,,,
lagen,5516,lay down,,lagen 5516,,,,,
dertig,5511,thirty,,dertig 5511,,,,,
branden,5509,to burn,,branden 5509,,,,,
leidde,5509,led,,leidde 5509,,,,,
resultaat,5507,result,,resultaat 5507,,,,,
catherine,5503,catherine,,catherine 5503,,,,,
aangekomen,5500,arrowed,,aangekomen 5500,,,,,
constant,5498,constant,,constant 5498,,,,,
hannah,5495,Hannah,,hannah 5495,,,,,
waarbij,5494,whereby,,waarbij 5494,,,,,
wanhopig,5491,in despair,,wanhopig 5491,,,,,
verkracht,5491,rapture,,verkracht 5491,,,,,
jessica,5490,jessica,,jessica 5490,,,,,
winnaar,5483,winner,,winnaar 5483,,,,,
waardeloos,5480,worthless,,waardeloos 5480,,,,,
merken,5478,brands,,merken 5478,,,,,
californië,5475,California,,californië 5475,,,,,
brown,5475,Brown,,brown 5475,,,,,
doctor,5474,doctor,,doctor 5474,,,,,
ongerust,5474,worried,,ongerust 5474,,,,,
snelle,5468,fast,,snelle 5468,,,,,
slet,5467,slut,,slet 5467,,,,,
fiets,5463,bicycle,,fiets 5463,,,,,
vocht,5462,moisture,,vocht 5462,,,,,
opruimen,5461,tidy,,opruimen 5461,,,,,
chief,5460,chief,,chief 5460,,,,,
ethan,5453,ethan,,ethan 5453,,,,,
daaraan,5450,that,,daaraan 5450,,,,,
gsm,5444,GSM,,gsm 5444,,,,,
gewild,5437,wanted,,gewild 5437,,,,,
overeenkomst,5435,agreement,,overeenkomst 5435,,,,,
spring,5433,jump,,spring 5433,,,,,
schilderij,5433,painting,,schilderij 5433,,,,,
middernacht,5432,midnight,,middernacht 5432,,,,,
brein,5430,brain,,brein 5430,,,,,
richt,5429,aim,,richt 5429,,,,,
onbekende,5428,unknown,,onbekende 5428,,,,,
vervolgens,5427,thereafter,,vervolgens 5427,,,,,
iemands,5426,someone's,,iemands 5426,,,,,
fabriek,5425,factory,,fabriek 5425,,,,,
geschikt,5423,suitable,,geschikt 5423,,,,,
ontspannen,5422,relaxed,,ontspannen 5422,,,,,
anne,5421,anne,,anne 5421,,,,,
win,5419,win,,win 5419,,,,,
broertje,5417,baby brother,,broertje 5417,,,,,
gelopen,5411,run,,gelopen 5411,,,,,
davis,5407,davis,,davis 5407,,,,,
apparaat,5406,device,,apparaat 5406,,,,,
storen,5404,to disturb,,storen 5404,,,,,
handelen,5402,to trade,,handelen 5402,,,,,
dwingen,5400,force,,dwingen 5400,,,,,
optie,5400,option,,optie 5400,,,,,
slang,5398,snake,,slang 5398,,,,,
amen,5397,Amen,,amen 5397,,,,,
student,5396,student,,student 5396,,,,,
hoorden,5392,heard,,hoorden 5392,,,,,
opdagen,5389,show up,,opdagen 5389,,,,,
volkomen,5387,completely,,volkomen 5387,,,,,
makker,5386,mug,,makker 5386,,,,,
katie,5385,king,,katie 5385,,,,,
duisternis,5381,darkness,,duisternis 5381,,,,,
briljant,5374,brilliant,,briljant 5374,,,,,
schouder,5371,shoulder,,schouder 5371,,,,,
miller,5368,Miller,,miller 5368,,,,,
godzijdank,5365,thank God,,godzijdank 5365,,,,,
lacht,5363,laugh,,lacht 5363,,,,,
dwaas,5361,foolish,,dwaas 5361,,,,,
wachtte,5360,waiting,,wachtte 5360,,,,,
mac,5358,mac,,mac 5358,,,,,
verdrietig,5356,sad,,verdrietig 5356,,,,,
bereik,5356,range,,bereik 5356,,,,,
gozer,5354,guy,,gozer 5354,,,,,
gezorgd,5352,enslaved,,gezorgd 5352,,,,,
spion,5352,spy,,spion 5352,,,,,
roy,5351,roy,,roy 5351,,,,,
wond,5349,wound,,wond 5349,,,,,
campagne,5346,campaign,,campagne 5346,,,,,
boston,5345,Boston,,boston 5345,,,,,
mogelijkheden,5345,opportunities,,mogelijkheden 5345,,,,,
dinsdag,5336,Tuesday,,dinsdag 5336,,,,,
lever,5334,liver,,lever 5334,,,,,
avonds,5331,in the evening,,avonds 5331,,,,,
weggegaan,5331,gone away,,weggegaan 5331,,,,,
verbinding,5330,link,,verbinding 5330,,,,,
dek,5328,deck,,dek 5328,,,,,
meegaan,5327,last,,meegaan 5327,,,,,
nieuwsgierig,5325,curious,,nieuwsgierig 5325,,,,,
helder,5321,bright,,helder 5321,,,,,
omlaag,5315,down,,omlaag 5315,,,,,
borsten,5313,breasts,,borsten 5313,,,,,
oosten,5310,East,,oosten 5310,,,,,
namelijk,5306,namely,,namelijk 5306,,,,,
schande,5302,shame,,schande 5302,,,,,
ondertiteling,5299,subtitle,,ondertiteling 5299,,,,,
overeen,5291,consistent,,overeen 5291,,,,,
kanten,5290,sides,,kanten 5290,,,,,
warme,5285,warm,,warme 5285,,,,,
gewicht,5285,weight,,gewicht 5285,,,,,
bedrijven,5284,businesses,,bedrijven 5284,,,,,
derek,5283,the stretch,,derek 5283,,,,,
stront,5282,shit,,stront 5282,,,,,
vet,5274,Fat,,vet 5274,,,,,
geschenk,5270,gift,,geschenk 5270,,,,,
negeren,5268,ignore,,negeren 5268,,,,,
goeds,5268,good,,goeds 5268,,,,,
justitie,5263,justice,,justitie 5263,,,,,
sneeuw,5262,snow,,sneeuw 5262,,,,,
aanklager,5259,prosecutor,,aanklager 5259,,,,,
zand,5253,sand,,zand 5253,,,,,
sport,5249,sport,,sport 5249,,,,,
besefte,5248,achieved,,besefte 5248,,,,,
versie,5246,version,,versie 5246,,,,,
minste,5240,least,,minste 5240,,,,,
hartaanval,5235,heart attack,,hartaanval 5235,,,,,
bo,5234,bo,,bo 5234,,,,,
c,5229,c,,c 5229,,,,,
as,5224,ash,,as 5224,,,,,
illegaal,5217,illegal,,illegaal 5217,,,,,
vertrouwde,5213,trusted,,vertrouwde 5213,,,,,
voort,5212,continue,,voort 5212,,,,,
varken,5210,pig,,varken 5210,,,,,
prettig,5208,pleasant,,prettig 5208,,,,,
jacob,5207,Jacob,,jacob 5207,,,,,
moge,5206,maybe,,moge 5206,,,,,
donderdag,5200,Thursday,,donderdag 5200,,,,,
straten,5196,streets,,straten 5196,,,,,
hout,5193,wood,,hout 5193,,,,,
bovenop,5193,on top of,,bovenop 5193,,,,,
etentje,5192,dinner,,etentje 5192,,,,,
sindsdien,5191,since,,sindsdien 5191,,,,,
vaste,5179,fixed,,vaste 5179,,,,,
moeilijker,5177,more difficult,,moeilijker 5177,,,,,
merk,5177,Brand,,merk 5177,,,,,
verdachten,5170,suspects,,verdachten 5170,,,,,
durft,5165,daring,,durft 5165,,,,,
opgegeven,5165,gave up,,opgegeven 5165,,,,,
weggaat,5163,leave,,weggaat 5163,,,,,
truc,5162,trick,,truc 5162,,,,,
frankie,5162,Frankie,,frankie 5162,,,,,
el,5162,ol,,el 5162,,,,,
wegen,5158,weigh,,wegen 5158,,,,,
planten,5158,plants,,planten 5158,,,,,
pen,5157,pen,,pen 5157,,,,,
beth,5157,beth,,beth 5157,,,,,
aanwezigheid,5153,presence,,aanwezigheid 5153,,,,,
stemming,5143,mood,,stemming 5143,,,,,
bravo,5143,Bravo,,bravo 5143,,,,,
overleefd,5143,survived,,overleefd 5143,,,,,
gedurende,5140,during,,gedurende 5140,,,,,
magische,5138,magic,,magische 5138,,,,,
levende,5132,live,,levende 5132,,,,,
therapie,5130,therapy,,therapie 5130,,,,,
geplaatst,5129,placed,,geplaatst 5129,,,,,
grijp,5129,grab,,grijp 5129,,,,,
gericht,5128,aimed,,gericht 5128,,,,,
voorafging,5127,precede,,voorafging 5127,,,,,
duwen,5126,Push,,duwen 5126,,,,,
tip,5126,tip,,tip 5126,,,,,
sociale,5121,social,,sociale 5121,,,,,
euh,5121,uh,,euh 5121,,,,,
opeten,5121,eat,,opeten 5121,,,,,
daarbinnen,5114,inside,,daarbinnen 5114,,,,,
beloning,5113,reward,,beloning 5113,,,,,
dapper,5113,brave,,dapper 5113,,,,,
concentreren,5112,to concentrate,,concentreren 5112,,,,,
heleboel,5110,a lot of,,heleboel 5110,,,,,
beschikbaar,5106,available,,beschikbaar 5106,,,,,
seksuele,5103,sexual,,seksuele 5103,,,,,
bezorgen,5102,to deliver,,bezorgen 5102,,,,,
koopt,5099,buy,,koopt 5099,,,,,
hek,5099,fence,,hek 5099,,,,,
lois,5099,lois,,lois 5099,,,,,
bied,5094,bid,,bied 5094,,,,,
huidige,5093,current,,huidige 5093,,,,,
on,5092,on,,on 5092,,,,,
achterna,5091,afternail,,achterna 5091,,,,,
verenigde,5090,united,,verenigde 5090,,,,,
golf,5090,golf,,golf 5090,,,,,
café,5087,Cafe,,café 5087,,,,,
suiker,5085,sugar,,suiker 5085,,,,,
lippen,5083,lips,,lippen 5083,,,,,
zuurstof,5078,oxygen,,zuurstof 5078,,,,,
gevoelig,5070,sensitive,,gevoelig 5070,,,,,
herhaal,5068,repeat,,herhaal 5068,,,,,
hmm,5065,hmm,,hmm 5065,,,,,
gras,5063,grass,,gras 5063,,,,,
gekwetst,5062,hurt,,gekwetst 5062,,,,,
smerige,5060,nasty,,smerige 5060,,,,,
filmen,5058,to film,,filmen 5058,,,,,
daisy,5057,Daisy,,daisy 5057,,,,,
tunnel,5055,tunnel,,tunnel 5055,,,,,
rock,5054,Rock,,rock 5054,,,,,
verstandig,5054,wise,,verstandig 5054,,,,,
organisatie,5053,organization,,organisatie 5053,,,,,
voorgoed,5053,forever,,voorgoed 5053,,,,,
families,5051,families,,families 5051,,,,,
betwijfel,5046,doubt,,betwijfel 5046,,,,,
meekomen,5045,come along,,meekomen 5045,,,,,
geruchten,5039,rumor,,geruchten 5039,,,,,
angeles,5033,angeles,,angeles 5033,,,,,
redde,5031,saving,,redde 5031,,,,,
doorbrengen,5031,Spending time,,doorbrengen 5031,,,,,
puur,5025,purely,,puur 5025,,,,,
stak,5024,stroke,,stak 5024,,,,,
diamanten,5018,diamonds,,diamanten 5018,,,,,
lading,5015,cargo,,lading 5015,,,,,
miami,5014,Miami,,miami 5014,,,,,
bevestigd,5013,confirmed,,bevestigd 5013,,,,,
stinkt,5010,smelly,,stinkt 5010,,,,,
inclusief,5007,including,,inclusief 5007,,,,,
oudere,5007,older,,oudere 5007,,,,,
verraad,5006,betrayal,,verraad 5006,,,,,
interview,5001,interview,,interview 5001,,,,,
middel,4995,resourse,,middel 4995,,,,,
geboorte,4994,birth,,geboorte 4994,,,,,
nicht,4994,niece,,nicht 4994,,,,,
momenten,4993,moments,,momenten 4993,,,,,
podium,4992,stage,,podium 4992,,,,,
effect,4991,effect,,effect 4991,,,,,
vijftien,4989,fifteen,,vijftien 4989,,,,,
houding,4989,attitude,,houding 4989,,,,,
veroorzaken,4988,cause,,veroorzaken 4988,,,,,
verpleegster,4985,nurse,,verpleegster 4985,,,,,
lig,4984,lie,,lig 4984,,,,,
bibliotheek,4982,library,,bibliotheek 4982,,,,,
schrijver,4979,writer,,schrijver 4979,,,,,
beloven,4979,to promise,,beloven 4979,,,,,
identificeren,4978,identify,,identificeren 4978,,,,,
hut,4974,hut,,hut 4974,,,,,
goedenacht,4970,good night,,goedenacht 4970,,,,,
volgend,4966,next,,volgend 4966,,,,,
gecontroleerd,4965,controlled,,gecontroleerd 4965,,,,,
beroemd,4964,famous,,beroemd 4964,,,,,
masker,4963,mask,,masker 4963,,,,,
scherp,4963,sharp,,scherp 4963,,,,,
sophie,4960,sophie,,sophie 4960,,,,,
trainen,4959,train,,trainen 4959,,,,,
kamers,4958,Rooms,,kamers 4958,,,,,
quinn,4956,quinn,,quinn 4956,,,,,
kampioen,4954,champion,,kampioen 4954,,,,,
graaf,4952,count,,graaf 4952,,,,,
oscar,4952,oscar,,oscar 4952,,,,,
oproep,4952,call,,oproep 4952,,,,,
carrie,4951,carrie,,carrie 4951,,,,,
achterin,4949,in the back,,achterin 4949,,,,,
beters,4948,beters,,beters 4948,,,,,
veroorloven,4947,to afford,,veroorloven 4947,,,,,
helikopter,4945,helicopter,,helikopter 4945,,,,,
zekere,4938,surely,,zekere 4938,,,,,
gelegd,4938,laid,,gelegd 4938,,,,,
miljard,4938,billion,,miljard 4938,,,,,
vies,4938,dirty,,vies 4938,,,,,
geintje,4937,joke,,geintje 4937,,,,,
uitgaan,4936,going out,,uitgaan 4936,,,,,
weleens,4935,sometimes,,weleens 4935,,,,,
bruid,4934,bride,,bruid 4934,,,,,
voer,4931,feed,,voer 4931,,,,,
praatte,4928,talking,,praatte 4928,,,,,
marshall,4920,marshall,,marshall 4920,,,,,
aanwijzingen,4918,Clues,,aanwijzingen 4918,,,,,
nina,4916,nina,,nina 4916,,,,,
rusland,4916,Russia,,rusland 4916,,,,,
eva,4915,EVA,,eva 4915,,,,,
benzine,4915,gasoline,,benzine 4915,,,,,
wegging,4914,discomfort,,wegging 4914,,,,,
keizer,4911,emperor,,keizer 4911,,,,,
vrouwelijke,4910,feminine,,vrouwelijke 4910,,,,,
marie,4909,marie,,marie 4909,,,,,
vince,4904,vince,,vince 4904,,,,,
voeden,4903,to feed,,voeden 4903,,,,,
studio,4901,studio,,studio 4901,,,,,
gif,4897,gif,,gif 4897,,,,,
edward,4897,Edward,,edward 4897,,,,,
uitnodiging,4891,invitation,,uitnodiging 4891,,,,,
elena,4883,elena,,elena 4883,,,,,
grant,4881,grant,,grant 4881,,,,,
probeerden,4874,tried,,probeerden 4874,,,,,
datje,4871,that you,,datje 4871,,,,,
ketting,4865,chain,,ketting 4865,,,,,
schitterend,4863,splendid,,schitterend 4863,,,,,
velen,4863,many,,velen 4863,,,,,
zekerheid,4862,security,,zekerheid 4862,,,,,
kliniek,4862,clinic,,kliniek 4862,,,,,
dylan,4859,Dylan,,dylan 4859,,,,,
museum,4859,museum,,museum 4859,,,,,
handtekening,4858,signature,,handtekening 4858,,,,,
bevrijden,4856,to free,,bevrijden 4856,,,,,
ramen,4853,Windows,,ramen 4853,,,,,
russell,4850,Russell,,russell 4850,,,,,
rechtszaak,4850,lawsuit,,rechtszaak 4850,,,,,
dokters,4848,doctors,,dokters 4848,,,,,
rijd,4846,ride,,rijd 4846,,,,,
kopie,4843,copy,,kopie 4843,,,,,
rende,4843,ran,,rende 4843,,,,,
vampier,4842,vampire,,vampier 4842,,,,,
personen,4841,persons,,personen 4841,,,,,
tieten,4839,tits,,tieten 4839,,,,,
expert,4839,expert,,expert 4839,,,,,
jess,4838,Jess,,jess 4838,,,,,
feesten,4830,celebrate,,feesten 4830,,,,,
white,4823,white,,white 4823,,,,,
zegen,4822,blessing,,zegen 4822,,,,,
travis,4821,travis,,travis 4821,,,,,
rommel,4820,clutter,,rommel 4820,,,,,
mijl,4819,mile,,mijl 4819,,,,,
daarbuiten,4817,beyond,,daarbuiten 4817,,,,,
opleiding,4816,education,,opleiding 4816,,,,,
bedenk,4815,remembrance,,bedenk 4815,,,,,
jordan,4814,Jordan,,jordan 4814,,,,,
carlos,4811,carlos,,carlos 4811,,,,,
live,4807,live,,live 4807,,,,,
beschermd,4805,protected,,beschermd 4805,,,,,
roze,4804,pink,,roze 4804,,,,,
legt,4804,lagging,,legt 4804,,,,,
walker,4804,walker,,walker 4804,,,,,
flauw,4803,faint,,flauw 4803,,,,,
gewoonlijk,4802,usually,,gewoonlijk 4802,,,,,
telefoontjes,4802,phone calls,,telefoontjes 4802,,,,,
pech,4801,bad luck,,pech 4801,,,,,
grootvader,4800,grandfather,,grootvader 4800,,,,,
junior,4800,junior,,junior 4800,,,,,
voorzitter,4800,chair,,voorzitter 4800,,,,,
miste,4799,missing,,miste 4799,,,,,
owen,4799,owen,,owen 4799,,,,,
bodem,4797,soil,,bodem 4797,,,,,
gevoeld,4796,felt,,gevoeld 4796,,,,,
repareren,4793,to repair,,repareren 4793,,,,,
bewusteloos,4788,unconscious,,bewusteloos 4788,,,,,
bommen,4785,bomb,,bommen 4785,,,,,
zusje,4785,sister,,zusje 4785,,,,,
opname,4784,intake,,opname 4784,,,,,
pols,4781,wrist,,pols 4781,,,,,
herkennen,4781,recognise,,herkennen 4781,,,,,
hartslag,4779,heartbeat,,hartslag 4779,,,,,
hete,4778,hot,,hete 4778,,,,,
behoefte,4777,need,,behoefte 4777,,,,,
oorzaak,4776,cause,,oorzaak 4776,,,,,
kiest,4771,choke,,kiest 4771,,,,,
hill,4771,hill,,hill 4771,,,,,
brave,4770,brave,,brave 4770,,,,,
centrale,4766,central,,centrale 4766,,,,,
dochters,4766,daughters,,dochters 4766,,,,,
bewezen,4765,proven,,bewezen 4765,,,,,
danken,4765,thank,,danken 4765,,,,,
gestoken,4764,stunned,,gestoken 4764,,,,,
rat,4762,rat,,rat 4762,,,,,
koekjes,4761,cookies,,koekjes 4761,,,,,
weglopen,4761,walk away,,weglopen 4761,,,,,
leuker,4759,more fun,,leuker 4759,,,,,
medisch,4758,medical,,medisch 4758,,,,,
kopje,4752,little cup,,kopje 4752,,,,,
gelegenheid,4750,occasion,,gelegenheid 4750,,,,,
zijne,4750,his,,zijne 4750,,,,,
grenzen,4747,borders,,grenzen 4747,,,,,
betrapt,4745,got caught,,betrapt 4745,,,,,
achteren,4744,rear,,achteren 4744,,,,,
bijeenkomst,4744,meeting,,bijeenkomst 4744,,,,,
uitdaging,4738,challenge,,uitdaging 4738,,,,,
onderhandelen,4737,negotiate,,onderhandelen 4737,,,,,
overvallen,4735,raids,,overvallen 4735,,,,,
wayne,4734,Wayne,,wayne 4734,,,,,
triest,4733,sad,,triest 4733,,,,,
slagen,4733,to succeed,,slagen 4733,,,,,
kruis,4725,crotch,,kruis 4725,,,,,
technisch,4724,technical,,technisch 4724,,,,,
gooit,4724,throws,,gooit 4724,,,,,
fantastische,4722,fantastic,,fantastische 4722,,,,,
beschermt,4721,protect,,beschermt 4721,,,,,
beantwoord,4720,answered,,beantwoord 4720,,,,,
positief,4719,positive,,positief 4719,,,,,
vieze,4718,viezen,,vieze 4718,,,,,
bewijst,4716,provesting,,bewijst 4716,,,,,
brigadier,4716,brigadier,,brigadier 4716,,,,,
ogenblik,4712,moment,,ogenblik 4712,,,,,
kalmeer,4711,calm down,,kalmeer 4711,,,,,
hoogheid,4706,highness,,hoogheid 4706,,,,,
droog,4706,dry,,droog 4706,,,,,
admiraal,4705,admiral,,admiraal 4705,,,,,
schaam,4705,shame,,schaam 4705,,,,,
excuseren,4700,excuse,,excuseren 4700,,,,,
vroegen,4692,demolish,,vroegen 4692,,,,,
kleed,4692,dress,,kleed 4692,,,,,
leid,4686,lead,,leid 4686,,,,,
blake,4684,blake,,blake 4684,,,,,
maaltijd,4683,meal,,maaltijd 4683,,,,,
gereden,4683,ridden,,gereden 4683,,,,,
interessante,4679,interesting,,interessante 4679,,,,,
chinese,4677,Chinese,,chinese 4677,,,,,
vuren,4676,spit,,vuren 4676,,,,,
gezichten,4673,faces,,gezichten 4673,,,,,
ooh,4673,ooh,,ooh 4673,,,,,
fantasie,4670,fantasy,,fantasie 4670,,,,,
aanpakken,4669,tackle,,aanpakken 4669,,,,,
namens,4668,On behalf of,,namens 4668,,,,,
jeremy,4667,Jeremy,,jeremy 4667,,,,,
afhandelen,4665,handle,,afhandelen 4665,,,,,
stress,4662,stress,,stress 4662,,,,,
waarschuw,4662,warble,,waarschuw 4662,,,,,
bijbel,4656,Bible,,bijbel 4656,,,,,
studie,4653,study,,studie 4653,,,,,
kenny,4651,kenny,,kenny 4651,,,,,
ofwel,4649,or,,ofwel 4649,,,,,
kaartjes,4649,tickets,,kaartjes 4649,,,,,
schema,4647,scheme,,schema 4647,,,,,
gelul,4645,bullshit,,gelul 4645,,,,,
vers,4645,fresh,,vers 4645,,,,,
biedt,4644,offer,,biedt 4644,,,,,
aangeraakt,4642,touched,,aangeraakt 4642,,,,,
besteld,4639,ordered,,besteld 4639,,,,,
overnemen,4638,taking over,,overnemen 4638,,,,,
waarderen,4638,appreciate,,waarderen 4638,,,,,
tranen,4633,tears,,tranen 4633,,,,,
ontspan,4631,relax,,ontspan 4631,,,,,
geopend,4628,open,,geopend 4628,,,,,
documenten,4626,documents,,documenten 4626,,,,,
mammie,4626,mommy,,mammie 4626,,,,,
groots,4624,grand,,groots 4624,,,,,
eventjes,4623,momentarily,,eventjes 4623,,,,,
boeten,4621,beat,,boeten 4621,,,,,
staart,4621,tail,,staart 4621,,,,,
prettige,4621,pleasant,,prettige 4621,,,,,
ondervragen,4619,question,,ondervragen 4619,,,,,
schedel,4619,skull,,schedel 4619,,,,,
tijdelijk,4618,temporary,,tijdelijk 4618,,,,,
overleed,4616,died,,overleed 4616,,,,,
klinken,4611,sound,,klinken 4611,,,,,
demon,4610,demon,,demon 4610,,,,,
morgenavond,4608,tomorrow evening,,morgenavond 4608,,,,,
vergist,4606,mistaken,,vergist 4606,,,,,
aanslag,4604,scale,,aanslag 4604,,,,,
florida,4603,Florida,,florida 4603,,,,,
proef,4602,trial,,proef 4602,,,,,
steven,4602,steven,,steven 4602,,,,,
ontstaan,4601,to arise,,ontstaan 4601,,,,,
kennelijk,4601,apparently,,kennelijk 4601,,,,,
beslissingen,4601,decisions,,beslissingen 4601,,,,,
sammy,4598,Sammy,,sammy 4598,,,,,
vóór,4596,in front of,,vóór 4596,,,,,
smaakt,4595,taste,,smaakt 4595,,,,,
